Nouns,Errors_in_non_count_form,Type,Condition_label,Intervening_noun_base_form,Intervening_noun_plural_form,Intervening_noun_count_form,Gender_of_intervening_noun,Number_of_intervening_noun,Gender_of_target_noun,Number_of_target_noun,Beginning,Condition_beginning,Numeral,First_adjective,Second_adjective,Condition_end,Target_noun_base_form,Target_noun_plural_form,Target_noun_count_form,Target_noun_other_plural_forms,Group,Final_sentence,Target_noun_after_final_sentence,Audio_files_numbering,File_prefix_of_all_audio_files,All_audio_files_original_name,Path_of_audio_files_final_name,Output_audio_file_partial_filename,Number_of_words_in_condition,All_columns_with_multiple_spaces,All_columns_with_a_final_space
,,filler2,A2,художничка,художнички,художнички,f,sg,m,pl,Кметът посети,реставрираните от,,дипломираните,италиански,художнички,дворец,дворци,двореца,,A,Кметът посети реставрираните от дипломираните италиански художнички,дворец,STE-072,Fillers2,STE-072_mono.wav,Fillers2/mono/STE-072_mono.wav,filler2_A2_дворец_художничка__дипломираните_италиански_A,5,,
,,filler3,A0,дъжд,дъждове,дъжда,m,sg,f,pl,Момичетата изпраха,намокрените от,,,,дъждовете,рокля,рокли,рокли,,A,Момичетата изпраха намокрените от дъждовете,рокля,STE-001,Fillers3,STE-001_mono.wav,Fillers3/mono/STE-001_mono.wav,filler3_A0_рокля_дъжд____A,3,,
,,filler3,A1,дъжд,дъждове,дъжда,m,sg,f,pl,Момичетата изпраха,намокрените от,,проливните,,дъждове,рокля,рокли,рокли,,A,Момичетата изпраха намокрените от проливните дъждове,рокля,STE-002,Fillers3,STE-002_mono.wav,Fillers3/mono/STE-002_mono.wav,filler3_A1_рокля_дъжд__проливните__B,4,,
,,filler3,A2,дъжд,дъждове,дъжда,m,sg,f,pl,Момичетата изпраха,намокрените от,,проливните,майски,дъждове,рокля,рокли,рокли,,A,Момичетата изпраха намокрените от проливните майски дъждове,рокля,STE-003,Fillers3,STE-003_mono.wav,Fillers3/mono/STE-003_mono.wav,filler3_A2_рокля_дъжд__проливните_майски_C,5,,
,,filler3,A0,фотоапарат,фотоапарати,фотоапарата,m,sg,f,pl,Стажантът разпечатa,направените с,,,,фотоапаратите,снимка,снимки,снимки,,A,Стажантът разпечатa направените с фотоапаратите,снимка,STE-004,Fillers3,STE-004_mono.wav,Fillers3/mono/STE-004_mono.wav,filler3_A0_снимка_фотоапарат____C,3,,
,,filler3,A1,фотоапарат,фотоапарати,фотоапарата,m,sg,f,pl,Стажантът разпечатa,направените със,,съвременните,,фотоапарати,снимка,снимки,снимки,,A,Стажантът разпечатa направените със съвременните фотоапарати,снимка,STE-005,Fillers3,STE-005_mono.wav,Fillers3/mono/STE-005_mono.wav,filler3_A1_снимка_фотоапарат__съвременните__A,4,,
,,filler3,A2,фотоапарат,фотоапарати,фотоапарата,m,sg,f,pl,Стажантът разпечатa,направените със,,съвременните,японски,фотоапарати,снимка,снимки,снимки,,A,Стажантът разпечатa направените със съвременните японски фотоапарати,снимка,STE-006,Fillers3,STE-006_mono.wav,Fillers3/mono/STE-006_mono.wav,filler3_A2_снимка_фотоапарат__съвременните_японски_B,5,,
,,filler3,A0,зоомагазин,зоомагазини,зоомагазина,m,sg,f,pl,Минувачите видяха,избягалите от,,,,зоомагазините,котка,котки,котки,,A,Минувачите видяха избягалите от зоомагазините,котка,STE-007,Fillers3,STE-007_mono.wav,Fillers3/mono/STE-007_mono.wav,filler3_A0_котка_зоомагазин____B,3,,
,,filler3,A1,зоомагазин,зоомагазини,зоомагазина,m,sg,f,pl,Минувачите видяха,избягалите от,,близките,,зоомагазини,котка,котки,котки,,A,Минувачите видяха избягалите от близките зоомагазини,котка,STE-008,Fillers3,STE-008_mono.wav,Fillers3/mono/STE-008_mono.wav,filler3_A1_котка_зоомагазин__близките__C,4,,
,,filler3,A2,зоомагазин,зоомагазини,зоомагазина,m,sg,f,pl,Минувачите видяха,избягалите от,,близките,специализирани,зоомагазини,котка,котки,котки,,A,Минувачите видяха избягалите от близките специализирани зоомагазини,котка,STE-009,Fillers3,STE-009_mono.wav,Fillers3/mono/STE-009_mono.wav,filler3_A2_котка_зоомагазин__близките_специализирани_A,5,,
,,filler3,A0,хладилник,хладилници,хладилника,m,sg,f,pl,Готвачите приготвиха,замразените в,,,,хладилниците,пъстърва,пъстърви,пъстърви,,A,Готвачите приготвиха замразените в хладилниците,пъстърва,STE-010,Fillers3,STE-010_mono.wav,Fillers3/mono/STE-010_mono.wav,filler3_A0_пъстърва_хладилник____A,3,,
,,filler3,A1,хладилник,хладилници,хладилника,m,sg,f,pl,Готвачите приготвиха,замразените в,,черните,,хладилници,пъстърва,пъстърви,пъстърви,,A,Готвачите приготвиха замразените в черните хладилници,пъстърва,STE-011,Fillers3,STE-011_mono.wav,Fillers3/mono/STE-011_mono.wav,filler3_A1_пъстърва_хладилник__черните__B,4,,
,,filler3,A2,хладилник,хладилници,хладилника,m,sg,f,pl,Готвачите приготвиха,замразените в,,черните,домашни,хладилници,пъстърва,пъстърви,пъстърви,,A,Готвачите приготвиха замразените в черните домашни хладилници,пъстърва,STE-012,Fillers3,STE-012_mono.wav,Fillers3/mono/STE-012_mono.wav,filler3_A2_пъстърва_хладилник__черните_домашни_C,5,,
,,filler3,A0,съдия,съдии,съдии,m,sg,f,pl,Полицаите охраняваха,осъдените от,,,,съдиите,терористка,терористки,терористки,,A,Полицаите охраняваха осъдените от съдиите,терористка,STE-013,Fillers3,STE-013_mono.wav,Fillers3/mono/STE-013_mono.wav,filler3_A0_терористка_съдия____C,3,,
,,filler3,A1,съдия,съдии,съдии,m,sg,f,pl,Полицаите охраняваха,осъдените от,,безкомпромисните,,съдии,терористка,терористки,терористки,,A,Полицаите охраняваха осъдените от безкомпромисните съдии,терористка,STE-014,Fillers3,STE-014_mono.wav,Fillers3/mono/STE-014_mono.wav,filler3_A1_терористка_съдия__безкомпромисните__A,4,,
,,filler3,A2,съдия,съдии,съдии,m,sg,f,pl,Полицаите охраняваха,осъдените от,,безкомпромисните,неподкупни,съдии,терористка,терористки,терористки,,A,Полицаите охраняваха осъдените от безкомпромисните неподкупни съдии,терористка,STE-015,Fillers3,STE-015_mono.wav,Fillers3/mono/STE-015_mono.wav,filler3_A2_терористка_съдия__безкомпромисните_неподкупни_B,5,,
,,filler3,A0,учител,учители,учителя,m,sg,f,pl,Педагозите обсъждаха,коригираните от,,,,учителите,работа,работи,работи,,A,Педагозите обсъждаха коригираните от учителите,работа,STE-016,Fillers3,STE-016_mono.wav,Fillers3/mono/STE-016_mono.wav,filler3_A0_работа_учител____B,3,,
,,filler3,A1,учител,учители,учителя,m,sg,f,pl,Педагозите обсъждаха,коригираните от,,старателните,,учители,работа,работи,работи,,A,Педагозите обсъждаха коригираните от старателните учители,работа,STE-017,Fillers3,STE-017_mono.wav,Fillers3/mono/STE-017_mono.wav,filler3_A1_работа_учител__старателните__C,4,,
,,filler3,A2,учител,учители,учителя,m,sg,f,pl,Педагозите обсъждаха,коригираните от,,старателните,гимназиални,учители,работа,работи,работи,,A,Педагозите обсъждаха коригираните от старателните гимназиални учители,работа,STE-018,Fillers3,STE-018_mono.wav,Fillers3/mono/STE-018_mono.wav,filler3_A2_работа_учител__старателните_гимназиални_A,5,,
,,filler3,A0,селянин,селяни,селянина,m,sg,f,pl,Бригадата зася,обработените от,,,,селяните,нива,ниви,ниви,,A,Бригадата зася обработените от селяните,нива,STE-019,Fillers3,STE-019_mono.wav,Fillers3/mono/STE-019_mono.wav,filler3_A0_нива_селянин____A,3,,
,,filler3,A1,селянин,селяни,селянина,m,sg,f,pl,Бригадата зася,обработените от,,загорелите,,селяни,нива,ниви,ниви,,A,Бригадата зася обработените от загорелите селяни,нива,STE-020,Fillers3,STE-020_mono.wav,Fillers3/mono/STE-020_mono.wav,filler3_A1_нива_селянин__загорелите__B,4,,
,,filler3,A2,селянин,селяни,селянина,m,sg,f,pl,Бригадата зася,обработените от,,загорелите,засмени,селяни,нива,ниви,ниви,,A,Бригадата зася обработените от загорелите засмени селяни,нива,STE-021,Fillers3,STE-021_mono.wav,Fillers3/mono/STE-021_mono.wav,filler3_A2_нива_селянин__загорелите_засмени_C,5,,
,,filler3,A0,народ,народи,народа,m,sg,f,pl,Хората спазваха,характерните за,,,,народите,традиция,традиции,традиции,,A,Хората спазваха характерните за народите,традиция,STE-022,Fillers3,STE-022_mono.wav,Fillers3/mono/STE-022_mono.wav,filler3_A0_традиция_народ____C,3,,
,,filler3,A1,народ,народи,народа,m,sg,f,pl,Хората спазваха,характерните за,,древните,,народи,традиция,традиции,традиции,,A,Хората спазваха характерните за древните народи,традиция,STE-023,Fillers3,STE-023_mono.wav,Fillers3/mono/STE-023_mono.wav,filler3_A1_традиция_народ__древните__A,4,,
,,filler3,A2,народ,народи,народа,m,sg,f,pl,Хората спазваха,характерните за,,древните,ескимоски,народи,традиция,традиции,традиции,,A,Хората спазваха характерните за древните ескимоски народи,традиция,STE-024,Fillers3,STE-024_mono.wav,Fillers3/mono/STE-024_mono.wav,filler3_A2_традиция_народ__древните_ескимоски_B,5,,
,,filler3,A0,стопанин,стопани,стопанина,m,sg,f,pl,Пастирите изведоха,издоените от,,,,стопаните,крава,крави,крави,,A,Пастирите изведоха издоените от стопаните,крава,STE-025,Fillers3,STE-025_mono.wav,Fillers3/mono/STE-025_mono.wav,filler3_A0_крава_стопанин____B,3,,
,,filler3,A1,стопанин,стопани,стопанина,m,sg,f,pl,Пастирите изведоха,издоените от,,отрудените,,стопани,крава,крави,крави,,A,Пастирите изведоха издоените от отрудените стопани,крава,STE-026,Fillers3,STE-026_mono.wav,Fillers3/mono/STE-026_mono.wav,filler3_A1_крава_стопанин__отрудените__C,4,,
,,filler3,A2,стопанин,стопани,стопанина,m,sg,f,pl,Пастирите изведоха,издоените от,,отрудените,селски,стопани,крава,крави,крави,,A,Пастирите изведоха издоените от отрудените селски стопани,крава,STE-027,Fillers3,STE-027_mono.wav,Fillers3/mono/STE-027_mono.wav,filler3_A2_крава_стопанин__отрудените_селски_A,5,,
,,filler3,A0,регион,региони,региона,m,sg,f,pl,Пациентите очакваха,известните в,,,,регионите,докторка,докторки,докторки,,A,Пациентите очакваха известните в регионите,докторка,STE-028,Fillers3,STE-028_mono.wav,Fillers3/mono/STE-028_mono.wav,filler3_A0_докторка_регион____A,3,,
,,filler3,A1,регион,региони,региона,m,sg,f,pl,Пациентите очакваха,известните в,,отдалечените,,региони,докторка,докторки,докторки,,A,Пациентите очакваха известните в отдалечените региони,докторка,STE-029,Fillers3,STE-029_mono.wav,Fillers3/mono/STE-029_mono.wav,filler3_A1_докторка_регион__отдалечените__B,4,,
,,filler3,A2,регион,региони,региона,m,sg,f,pl,Пациентите очакваха,известните в,,отдалечените,крайморски,региони,докторка,докторки,докторки,,A,Пациентите очакваха известните в отдалечените крайморски региони,докторка,STE-030,Fillers3,STE-030_mono.wav,Fillers3/mono/STE-030_mono.wav,filler3_A2_докторка_регион__отдалечените_крайморски_C,5,,
,,filler3,A0,посетител,посетители,посетителя,m,sg,f,pl,Астрономите изследваха,впечатляващите,,,,посетителите,звезда,звезди,звезди,,A,Астрономите изследваха впечатляващите посетителите,звезда,STE-031,Fillers3,STE-031_mono.wav,Fillers3/mono/STE-031_mono.wav,filler3_A0_звезда_посетител____C,2,,
,,filler3,A1,посетител,посетители,посетителя,m,sg,f,pl,Астрономите изследваха,впечатляващите,,многобройните,,посетители,звезда,звезди,звезди,,A,Астрономите изследваха впечатляващите многобройните посетители,звезда,STE-032,Fillers3,STE-032_mono.wav,Fillers3/mono/STE-032_mono.wav,filler3_A1_звезда_посетител__многобройните__A,3,,
,,filler3,A2,посетител,посетители,посетителя,m,sg,f,pl,Астрономите изследваха,впечатляващите,,многобройните,любознателни,посетители,звезда,звезди,звезди,,A,Астрономите изследваха впечатляващите многобройните любознателни посетители,звезда,STE-033,Fillers3,STE-033_mono.wav,Fillers3/mono/STE-033_mono.wav,filler3_A2_звезда_посетител__многобройните_любознателни_B,4,,
,,filler3,A0,вълк,вълци,вълка,m,sg,f,pl,Санитарите обработиха,ранените от,,,,вълците,пациентка,пациентки,пациентки,,A,Санитарите обработиха ранените от вълците,пациентка,STE-034,Fillers3,STE-034_mono.wav,Fillers3/mono/STE-034_mono.wav,filler3_A0_пациентка_вълк____B,3,,
,,filler3,A1,вълк,вълци,вълка,m,sg,f,pl,Санитарите обработиха,ранените от,,изгладнелите,,вълци,пациентка,пациентки,пациентки,,A,Санитарите обработиха ранените от изгладнелите вълци,пациентка,STE-035,Fillers3,STE-035_mono.wav,Fillers3/mono/STE-035_mono.wav,filler3_A1_пациентка_вълк__изгладнелите__C,4,,
,,filler3,A2,вълк,вълци,вълка,m,sg,f,pl,Санитарите обработиха,ранените от,,изгладнелите,озверели,вълци,пациентка,пациентки,пациентки,,A,Санитарите обработиха ранените от изгладнелите озверели вълци,пациентка,STE-036,Fillers3,STE-036_mono.wav,Fillers3/mono/STE-036_mono.wav,filler3_A2_пациентка_вълк__изгладнелите_озверели_A,5,,
,,filler3,A0,лято,лета,лета,n,sg,f,pl,Булдозери събориха,напуканите през,,,,летата,скала,скали,скали,,A,Булдозери събориха напуканите през летата,скала,STE-037,Fillers3,STE-037_mono.wav,Fillers3/mono/STE-037_mono.wav,filler3_A0_скала_лято____A,3,,
,,filler3,A1,лято,лета,лета,n,sg,f,pl,Булдозери събориха,напуканите през,,горещите,,лета,скала,скали,скали,,A,Булдозери събориха напуканите през горещите лета,скала,STE-038,Fillers3,STE-038_mono.wav,Fillers3/mono/STE-038_mono.wav,filler3_A1_скала_лято__горещите__B,4,,
,,filler3,A2,лято,лета,лета,n,sg,f,pl,Булдозери събориха,напуканите през,,горещите,сухи,лета,скала,скали,скали,,A,Булдозери събориха напуканите през горещите сухи лета,скала,STE-039,Fillers3,STE-039_mono.wav,Fillers3/mono/STE-039_mono.wav,filler3_A2_скала_лято__горещите_сухи_C,5,,
,,filler3,A0,перо,пера,пера,n,sg,f,pl,Посетителите разгледаха,надписаните с,,,,перата,картичка,картички,картички,,A,Посетителите разгледаха надписаните с перата,картичка,STE-040,Fillers3,STE-040_mono.wav,Fillers3/mono/STE-040_mono.wav,filler3_A0_картичка_перо____C,3,,
,,filler3,A1,перо,пера,пера,n,sg,f,pl,Посетителите разгледаха,надписаните със,,старомодните,,пера,картичка,картички,картички,,A,Посетителите разгледаха надписаните със старомодните пера,картичка,STE-041,Fillers3,STE-041_mono.wav,Fillers3/mono/STE-041_mono.wav,filler3_A1_картичка_перо__старомодните__A,4,,
,,filler3,A2,перо,пера,пера,n,sg,f,pl,Посетителите разгледаха,надписаните със,,старомодните,подострени,пера,картичка,картички,картички,,A,Посетителите разгледаха надписаните със старомодните подострени пера,картичка,STE-042,Fillers3,STE-042_mono.wav,Fillers3/mono/STE-042_mono.wav,filler3_A2_картичка_перо__старомодните_подострени_B,5,,
,,filler3,A0,бурканче,бурканчета,бурканчета,n,sg,f,pl,Чистачката разсипа,излетите в,,,,бурканчетата,течност,течности,течности,,A,Чистачката разсипа излетите в бурканчетата,течност,STE-043,Fillers3,STE-043_mono.wav,Fillers3/mono/STE-043_mono.wav,filler3_A0_течност_бурканче____B,3,,
,,filler3,A1,бурканче,бурканчета,бурканчета,n,sg,f,pl,Чистачката разсипа,излетите в,,дълбоките,,бурканчета,течност,течности,течности,,A,Чистачката разсипа излетите в дълбоките бурканчета,течност,STE-044,Fillers3,STE-044_mono.wav,Fillers3/mono/STE-044_mono.wav,filler3_A1_течност_бурканче__дълбоките__C,4,,
,,filler3,A2,бурканче,бурканчета,бурканчета,n,sg,f,pl,Чистачката разсипа,излетите в,,дълбоките,стъклени,бурканчета,течност,течности,течности,,A,Чистачката разсипа излетите в дълбоките стъклени бурканчета,течност,STE-045,Fillers3,STE-045_mono.wav,Fillers3/mono/STE-045_mono.wav,filler3_A2_течност_бурканче__дълбоките_стъклени_A,5,,
,,filler3,A0,приключение,приключения,приключения,n,sg,f,pl,Монасите укриха,спасените след,,,,приключенията,мисионерка,мисионерки,мисионерки,,A,Монасите укриха спасените след приключенията,мисионерка,STE-046,Fillers3,STE-046_mono.wav,Fillers3/mono/STE-046_mono.wav,filler3_A0_мисионерка_приключение____A,3,,
,,filler3,A1,приключение,приключения,приключения,n,sg,f,pl,Монасите укриха,спасените след,,преживените,,приключения,мисионерка,мисионерки,мисионерки,,A,Монасите укриха спасените след преживените приключения,мисионерка,STE-047,Fillers3,STE-047_mono.wav,Fillers3/mono/STE-047_mono.wav,filler3_A1_мисионерка_приключение__преживените__B,4,,
,,filler3,A2,приключение,приключения,приключения,n,sg,f,pl,Монасите укриха,спасените след,,преживените,рисковани,приключения,мисионерка,мисионерки,мисионерки,,A,Монасите укриха спасените след преживените рисковани приключения,мисионерка,STE-048,Fillers3,STE-048_mono.wav,Fillers3/mono/STE-048_mono.wav,filler3_A2_мисионерка_приключение__преживените_рисковани_C,5,,
,,filler3,A0,клонче,клончета,клончета,n,sg,f,pl,Собствениците обраха,натежалите на,,,,клончетата,джанка,джанки,джанки,,A,Собствениците обраха натежалите на клончетата,джанка,STE-049,Fillers3,STE-049_mono.wav,Fillers3/mono/STE-049_mono.wav,filler3_A0_джанка_клонче____C,3,,
,,filler3,A1,клонче,клончета,клончета,n,sg,f,pl,Собствениците обраха,натежалите на,,тънките,,клончета,джанка,джанки,джанки,,A,Собствениците обраха натежалите на тънките клончета,джанка,STE-050,Fillers3,STE-050_mono.wav,Fillers3/mono/STE-050_mono.wav,filler3_A1_джанка_клонче__тънките__A,4,,
,,filler3,A2,клонче,клончета,клончета,n,sg,f,pl,Собствениците обраха,натежалите на,,тънките,зелени,клончета,джанка,джанки,джанки,,A,Собствениците обраха натежалите на тънките зелени клончета,джанка,STE-051,Fillers3,STE-051_mono.wav,Fillers3/mono/STE-051_mono.wav,filler3_A2_джанка_клонче__тънките_зелени_B,5,,
,,filler3,A0,състезание,състезания,състезания,n,sg,f,pl,Треньорите похвалиха,изморените от,,,,състезанията,гимнастичка,гимнастички,гимнастички,,A,Треньорите похвалиха изморените от състезанията,гимнастичка,STE-052,Fillers3,STE-052_mono.wav,Fillers3/mono/STE-052_mono.wav,filler3_A0_гимнастичка_състезание____B,3,,
,,filler3,A1,състезание,състезания,състезания,n,sg,f,pl,Треньорите похвалиха,изморените от,,изминалите,,състезания,гимнастичка,гимнастички,гимнастички,,A,Треньорите похвалиха изморените от изминалите състезания,гимнастичка,STE-053,Fillers3,STE-053_mono.wav,Fillers3/mono/STE-053_mono.wav,filler3_A1_гимнастичка_състезание__изминалите__C,4,,
,,filler3,A2,състезание,състезания,състезания,n,sg,f,pl,Треньорите похвалиха,изморените от,,изминалите,олимпийски,състезания,гимнастичка,гимнастички,гимнастички,,A,Треньорите похвалиха изморените от изминалите олимпийски състезания,гимнастичка,STE-054,Fillers3,STE-054_mono.wav,Fillers3/mono/STE-054_mono.wav,filler3_A2_гимнастичка_състезание__изминалите_олимпийски_A,5,,
,,filler3,A0,бягане,бягания,бягания,n,sg,f,pl,Комисията награди,изтощените от,,,,бяганията,спринтьорка,спринтьорки,спринтьорки,,A,Комисията награди изтощените от бяганията,спринтьорка,STE-055,Fillers3,STE-055_mono.wav,Fillers3/mono/STE-055_mono.wav,filler3_A0_спринтьорка_бягане____A,3,,
,,filler3,A1,бягане,бягания,бягания,n,sg,f,pl,Комисията награди,изтощените от,,дългите,,бягания,спринтьорка,спринтьорки,спринтьорки,,A,Комисията награди изтощените от дългите бягания,спринтьорка,STE-056,Fillers3,STE-056_mono.wav,Fillers3/mono/STE-056_mono.wav,filler3_A1_спринтьорка_бягане__дългите__B,4,,
,,filler3,A2,бягане,бягания,бягания,n,sg,f,pl,Комисията награди,изтощените от,,дългите,ежедневни,бягания,спринтьорка,спринтьорки,спринтьорки,,A,Комисията награди изтощените от дългите ежедневни бягания,спринтьорка,STE-057,Fillers3,STE-057_mono.wav,Fillers3/mono/STE-057_mono.wav,filler3_A2_спринтьорка_бягане__дългите_ежедневни_C,5,,
,,filler3,A0,боледуване,боледувания,боледувания,n,sg,f,pl,Лекарят консултираше,отслабналите след,,,,боледуванията,госпожа,госпожи,госпожи,,A,Лекарят консултираше отслабналите след боледуванията,госпожа,STE-058,Fillers3,STE-058_mono.wav,Fillers3/mono/STE-058_mono.wav,filler3_A0_госпожа_боледуване____C,3,,
,,filler3,A1,боледуване,боледувания,боледувания,n,sg,f,pl,Лекарят консултираше,отслабналите след,,продължителните,,боледувания,госпожа,госпожи,госпожи,,A,Лекарят консултираше отслабналите след продължителните боледувания,госпожа,STE-059,Fillers3,STE-059_mono.wav,Fillers3/mono/STE-059_mono.wav,filler3_A1_госпожа_боледуване__продължителните__A,4,,
,,filler3,A2,боледуване,боледувания,боледувания,n,sg,f,pl,Лекарят консултираше,отслабналите след,,продължителните,изтощаващи,боледувания,госпожа,госпожи,госпожи,,A,Лекарят консултираше отслабналите след продължителните изтощаващи боледувания,госпожа,STE-060,Fillers3,STE-060_mono.wav,Fillers3/mono/STE-060_mono.wav,filler3_A2_госпожа_боледуване__продължителните_изтощаващи_B,5,,
,,filler3,A0,чукче,чукчета,чукчета,n,sg,f,pl,Инженерите подмениха,счупените с,,,,чукчетата,част,части,части,,A,Инженерите подмениха счупените с чукчетата,част,STE-061,Fillers3,STE-061_mono.wav,Fillers3/mono/STE-061_mono.wav,filler3_A0_част_чукче____B,3,,
,,filler3,A1,чукче,чукчета,чукчета,n,sg,f,pl,Инженерите подмениха,счупените с,,твърдите,,чукчета,част,части,части,,A,Инженерите подмениха счупените с твърдите чукчета,част,STE-062,Fillers3,STE-062_mono.wav,Fillers3/mono/STE-062_mono.wav,filler3_A1_част_чукче__твърдите__C,4,,
,,filler3,A2,чукче,чукчета,чукчета,n,sg,f,pl,Инженерите подмениха,счупените с,,твърдите,чугунени,чукчета,част,части,части,,A,Инженерите подмениха счупените с твърдите чугунени чукчета,част,STE-063,Fillers3,STE-063_mono.wav,Fillers3/mono/STE-063_mono.wav,filler3_A2_част_чукче__твърдите_чугунени_A,5,,
,,filler3,A0,хълмче,хълмчета,хълмчета,n,sg,f,pl,Косачите окосиха,скритите зад,,,,хълмчетата,поляна,поляни,поляни,,A,Косачите окосиха скритите зад хълмчетата,поляна,STE-064,Fillers3,STE-064_mono.wav,Fillers3/mono/STE-064_mono.wav,filler3_A0_поляна_хълмче____A,3,,
,,filler3,A1,хълмче,хълмчета,хълмчета,n,sg,f,pl,Косачите окосиха,скритите зад,,далечните,,хълмчета,поляна,поляни,поляни,,A,Косачите окосиха скритите зад далечните хълмчета,поляна,STE-065,Fillers3,STE-065_mono.wav,Fillers3/mono/STE-065_mono.wav,filler3_A1_поляна_хълмче__далечните__B,4,,
,,filler3,A2,хълмче,хълмчета,хълмчета,n,sg,f,pl,Косачите окосиха,скритите зад,,далечните,живописни,хълмчета,поляна,поляни,поляни,,A,Косачите окосиха скритите зад далечните живописни хълмчета,поляна,STE-066,Fillers3,STE-066_mono.wav,Fillers3/mono/STE-066_mono.wav,filler3_A2_поляна_хълмче__далечните_живописни_C,5,,
,,filler3,A0,изкачване,изкачвания,изкачвания,n,sg,f,pl,Хижарите подслониха,измръзналите след,,,,изкачванията,алпинистка,алпинистки,алпинистки,,A,Хижарите подслониха измръзналите след изкачванията,алпинистка,STE-067,Fillers3,STE-067_mono.wav,Fillers3/mono/STE-067_mono.wav,filler3_A0_алпинистка_изкачване____C,3,,
,,filler3,A1,изкачване,изкачвания,изкачвания,n,sg,f,pl,Хижарите подслониха,измръзналите след,,многочасовите,,изкачвания,алпинистка,алпинистки,алпинистки,,A,Хижарите подслониха измръзналите след многочасовите изкачвания,алпинистка,STE-068,Fillers3,STE-068_mono.wav,Fillers3/mono/STE-068_mono.wav,filler3_A1_алпинистка_изкачване__многочасовите__A,4,,
,,filler3,A2,изкачване,изкачвания,изкачвания,n,sg,f,pl,Хижарите подслониха,измръзналите след,,многочасовите,планински,изкачвания,алпинистка,алпинистки,алпинистки,,A,Хижарите подслониха измръзналите след многочасовите планински изкачвания,алпинистка,STE-069,Fillers3,STE-069_mono.wav,Fillers3/mono/STE-069_mono.wav,filler3_A2_алпинистка_изкачване__многочасовите_планински_B,5,,
,,filler3,A0,мастило,мастила,мастила,n,sg,f,pl,Историците разчетоха,написаните с,,,,мастилата,дума,думи,думи,,A,Историците разчетоха написаните с мастилата,дума,STE-070,Fillers3,STE-070_mono.wav,Fillers3/mono/STE-070_mono.wav,filler3_A0_дума_мастило____B,3,,
,,filler3,A1,мастило,мастила,мастила,n,sg,f,pl,Историците разчетоха,написаните с,,бледите,,мастила,дума,думи,думи,,A,Историците разчетоха написаните с бледите мастила,дума,STE-071,Fillers3,STE-071_mono.wav,Fillers3/mono/STE-071_mono.wav,filler3_A1_дума_мастило__бледите__C,4,,
,,filler3,A2,мастило,мастила,мастила,n,sg,f,pl,Историците разчетоха,написаните с,,бледите,сини,мастила,дума,думи,думи,,A,Историците разчетоха написаните с бледите сини мастила,дума,STE-072,Fillers3,STE-072_mono.wav,Fillers3/mono/STE-072_mono.wav,filler3_A2_дума_мастило__бледите_сини_A,5,,
